"ICD10","ICD10_Desc_x","ICD9","ICD9_Desc_x","APPROX_x","NOMAP_x","COMBO_x","SCENARIO_x","CHOICE_x","ICD10_Desc_y","ICD9_Desc_y","APPROX_y","NOMAP_y","COMBO_y","SCENARIO_y","CHOICE_y"
"O24.13","Pre-existing diabetes mellitus, type 2, in the puerperium","648.04","Diabetes-postpartum","1","0","0","0","0","Pre-existing type 2 diabetes mellitus, in the puerperium","Diabetes-postpartum","1","0","0","0","0"
"L70.5","Acne excoriee des jeunes filles","706.1","Acne NEC","1","0","0","0","0","Acne excoriee","Acne NEC","1","0","0","0","0"
"S49.031P","Sltr-haris Type III physl fx upr end humer, r arm, 7thP","733.81","Malunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, r arm, 7thP","Malunion of fracture","1","0","0","0","0"
"S49.032P","Sltr-haris Type III physl fx upr end humer, l arm, 7thP","733.81","Malunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, left arm, 7thP","Malunion of fracture","1","0","0","0","0"
"S49.039P","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thP","733.81","Malunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thP","Malunion of fracture","1","0","0","0","0"
"S49.131P","Sltr-haris Type III physl fx low end humer, r arm, 7thP","733.81","Malunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx low end humer, right arm, 7thP","Malunion of fracture","1","0","0","0","0"
"S49.132P","Sltr-haris Type III physl fx low end humer, l arm, 7thP","733.81","Malunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, left arm, 7thP","Malunion of fracture","1","0","0","0","0"
"S49.139P","Sltr-haris Type III physl fx low end humer, unsp arm, 7thP","733.81","Malunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thP","Malunion of fracture","1","0","0","0","0"
"S02.110K","Type I occipital condyle fracture, subs for fx w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Type I occipital condyle fracture, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.111K","Type II occipital condyle fracture, subs for fx w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Type II occipital condyle fracture, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.112K","Type III occipital condyle fracture, subs for fx w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Type III occipital condyle fracture, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.118K","Oth fracture of occiput, subs encntr for fracture w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Other fracture of occiput, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.400K","Malar fracture unsp, subs encntr for fracture with nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Malar fracture, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.401K","Maxillary fracture, unsp, subs for fx w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Maxillary fracture, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.402K","Zygomatic fracture, unsp, subs for fx w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Zygomatic fracture, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S02.600K","Fx unsp part of body of mandible, subs for fx w nonunion","733.82","Nonunion of fracture","1","0","0","0","0","Fx unsp part of body of mandible, unspecified side, 7thK","Nonunion of fracture","1","0","0","0","0"
"S49.031K","Sltr-haris Type III physl fx upr end humer, r arm, 7thK","733.82","Nonunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, r arm, 7thK","Nonunion of fracture","1","0","0","0","0"
"S49.032K","Sltr-haris Type III physl fx upr end humer, l arm, 7thK","733.82","Nonunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, left arm, 7thK","Nonunion of fracture","1","0","0","0","0"
"S49.039K","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thK","733.82","Nonunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thK","Nonunion of fracture","1","0","0","0","0"
"S49.131K","Sltr-haris Type III physl fx low end humer, r arm, 7thK","733.82","Nonunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx low end humer, right arm, 7thK","Nonunion of fracture","1","0","0","0","0"
"S49.132K","Sltr-haris Type III physl fx low end humer, l arm, 7thK","733.82","Nonunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, left arm, 7thK","Nonunion of fracture","1","0","0","0","0"
"S49.139K","Sltr-haris Type III physl fx low end humer, unsp arm, 7thK","733.82","Nonunion of fracture","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thK","Nonunion of fracture","1","0","0","0","0"
"P00.3","Newborn affected by oth maternal circ and resp diseases","760.3","Matern cardioresp aff NB","1","0","0","0","0","Newborn affected by other maternal circ and resp diseases","Matern cardioresp aff NB","1","0","0","0","0"
"P00.5","Newborn (suspected to be) affected by maternal injury","760.5","Maternal injury aff NB","0","0","0","0","0","Newborn affected by maternal injury","Maternal injury aff NB","0","0","0","0","0"
"P00.7","Newborn affected by oth medical procedures on mother, NEC","760.62","In utero proc NEC aff NB","1","0","0","0","0","Newborn affected by other medical procedures on mother, NEC","In utero proc NEC aff NB","1","0","0","0","0"
"P04.9","Newborn affected by maternal noxious substance, unsp","760.70","Nox sub NOS aff NB/fetus","1","0","0","0","0","Newborn affected by maternal noxious substance, unspecified","Nox sub NOS aff NB/fetus","1","0","0","0","0"
"P04.49","Newborn affected by maternal use of drugs of addiction","760.72","Matern narc aff NB/fetus","1","0","0","0","0","Newborn affected by maternal use of other drugs of addiction","Matern narc aff NB/fetus","1","0","0","0","0"
"P04.49","Newborn affected by maternal use of drugs of addiction","760.73","Matern halluc af NB/fet","1","0","0","0","0","Newborn affected by maternal use of other drugs of addiction","Matern halluc af NB/fet","1","0","0","0","0"
"P04.1","Newborn affected by oth maternal medication","760.74","Mat anti-inf aff NB/fet","1","0","0","0","0","Newborn affected by other maternal medication","Mat anti-inf aff NB/fet","1","0","0","0","0"
"P04.1","Newborn affected by oth maternal medication","760.78","Mat antimetabol aff NB","1","0","0","0","0","Newborn affected by other maternal medication","Mat antimetabol aff NB","1","0","0","0","0"
"P04.8","Newborn affected by oth maternal noxious substances","760.79","Nox sub NEC aff NB/fetus","1","0","0","0","0","Newborn affected by other maternal noxious substances","Nox sub NEC aff NB/fetus","1","0","0","0","0"
"P04.9","Newborn affected by maternal noxious substance, unsp","760.79","Nox sub NEC aff NB/fetus","1","0","0","0","0","Newborn affected by maternal noxious substance, unspecified","Nox sub NEC aff NB/fetus","1","0","0","0","0"
"P00.89","Newborn affected by oth maternal conditions","760.8","Maternal cond NEC aff NB","1","0","0","0","0","Newborn affected by other maternal conditions","Maternal cond NEC aff NB","1","0","0","0","0"
"P00.9","Newborn affected by unsp maternal condition","760.9","Maternal cond NOS aff NB","1","0","0","0","0","Newborn affected by unspecified maternal condition","Maternal cond NOS aff NB","1","0","0","0","0"
"P01.0","Newborn (suspected to be) affected by incompetent cervix","761.0","Incompetnt cervix aff NB","0","0","0","0","0","Newborn affected by incompetent cervix","Incompetnt cervix aff NB","0","0","0","0","0"
"P01.1","Newborn (suspected to be) affected by premature ROM","761.1","Premat rupt memb aff NB","0","0","0","0","0","Newborn affected by premature rupture of membranes","Premat rupt memb aff NB","0","0","0","0","0"
"P01.2","Newborn (suspected to be) affected by oligohydramnios","761.2","Oligohydramnios aff NB","0","0","0","0","0","Newborn affected by oligohydramnios","Oligohydramnios aff NB","0","0","0","0","0"
"P01.3","Newborn (suspected to be) affected by polyhydramnios","761.3","Polyhydramnios aff NB","0","0","0","0","0","Newborn affected by polyhydramnios","Polyhydramnios aff NB","0","0","0","0","0"
"P01.4","Newborn (suspected to be) affected by ectopic pregnancy","761.4","Ectopic pregnancy aff NB","0","0","0","0","0","Newborn affected by ectopic pregnancy","Ectopic pregnancy aff NB","0","0","0","0","0"
"P01.5","Newborn (suspected to be) affected by multiple pregnancy","761.5","Mult pregnancy aff NB","0","0","0","0","0","Newborn affected by multiple pregnancy","Mult pregnancy aff NB","0","0","0","0","0"
"P01.6","Newborn (suspected to be) affected by maternal death","761.6","Maternal death aff NB","0","0","0","0","0","Newborn affected by maternal death","Maternal death aff NB","0","0","0","0","0"
"P01.8","Newborn affected by oth maternal complications of pregnancy","761.8","Matern compl NEC aff NB","0","0","0","0","0","Newborn affected by other maternal comp of pregnancy","Matern compl NEC aff NB","0","0","0","0","0"
"P01.9","Newborn affected by maternal complication of pregnancy, unsp","761.9","Matern compl NOS aff NB","0","0","0","0","0","Newborn affected by maternal comp of pregnancy, unspecified","Matern compl NOS aff NB","0","0","0","0","0"
"P02.0","Newborn (suspected to be) affected by placenta previa","762.0","Placenta previa aff NB","0","0","0","0","0","Newborn affected by placenta previa","Placenta previa aff NB","0","0","0","0","0"
"P02.29","Newborn aff by oth morpholog and functn abnlt of placenta","762.2","Abn plac NEC/NOS aff NB","1","0","0","0","0","Newborn aff by other morpholog and functn abnlt of placenta","Abn plac NEC/NOS aff NB","1","0","0","0","0"
"P02.4","Newborn (suspected to be) affected by prolapsed cord","762.4","Prolapsed cord aff NB","0","0","0","0","0","Newborn affected by prolapsed cord","Prolapsed cord aff NB","0","0","0","0","0"
"P02.5","Newborn affected by oth compression of umbilical cord","762.5","Oth umbil cord compress","0","0","0","0","0","Newborn affected by other compression of umbilical cord","Oth umbil cord compress","0","0","0","0","0"
"P02.60","Newborn affected by unsp conditions of umbilical cord","762.6","Umbil cond NEC aff NB","1","0","0","0","0","Newborn affected by unspecified conditions of umbilical cord","Umbil cond NEC aff NB","1","0","0","0","0"
"P02.69","Newborn affected by oth conditions of umbilical cord","762.6","Umbil cond NEC aff NB","1","0","0","0","0","Newborn affected by other conditions of umbilical cord","Umbil cond NEC aff NB","1","0","0","0","0"
"P02.7","Newborn (suspected to be) affected by chorioamnionitis","762.7","Chorioamnionitis aff NB","0","0","0","0","0","Newborn affected by chorioamnionitis","Chorioamnionitis aff NB","0","0","0","0","0"
"P02.8","Newborn affected by oth abnormalities of membranes","762.8","Abn amnion NEC aff NB","0","0","0","0","0","Newborn affected by other abnormalities of membranes","Abn amnion NEC aff NB","0","0","0","0","0"
"P02.9","Newborn affected by abnormality of membranes, unsp","762.9","Abn amnion NOS aff NB","0","0","0","0","0","Newborn affected by abnormality of membranes, unspecified","Abn amnion NOS aff NB","0","0","0","0","0"
"P03.2","Newborn (suspected to be) affected by forceps delivery","763.2","Forceps delivery aff NB","0","0","0","0","0","Newborn affected by forceps delivery","Forceps delivery aff NB","0","0","0","0","0"
"P03.3","Newborn affected by delivery by vacuum extractor","763.3","Vacuum extrac del aff NB","0","0","0","0","0","Newborn affected by delivery by vacuum extractor [ventouse]","Vacuum extrac del aff NB","0","0","0","0","0"
"P03.4","Newborn (suspected to be) affected by Cesarean delivery","763.4","Cesarean delivery aff NB","0","0","0","0","0","Newborn affected by Cesarean delivery","Cesarean delivery aff NB","0","0","0","0","0"
"P03.5","Newborn (suspected to be) affected by precipitate delivery","763.6","Precipitate del aff NB","0","0","0","0","0","Newborn affected by precipitate delivery","Precipitate del aff NB","0","0","0","0","0"
"P03.9","Newborn affected by complication of labor and delivery, unsp","763.9","Compl deliv NOS aff NB","0","0","0","0","0","Newborn affected by comp of labor and delivery, unspecified","Compl deliv NOS aff NB","0","0","0","0","0"
"S02.110A","Type I occipital condyle fracture, init for clos fx","801.00","Clos skull base fracture","1","0","0","0","0","Type I occipital condyle fracture, unspecified side, init","Clos skull base fracture","1","0","0","0","0"
"S02.111A","Type II occipital condyle fracture, init for clos fx","801.00","Clos skull base fracture","1","0","0","0","0","Type II occipital condyle fracture, unspecified side, init","Clos skull base fracture","1","0","0","0","0"
"S02.112A","Type III occipital condyle fracture, init for clos fx","801.00","Clos skull base fracture","1","0","0","0","0","Type III occipital condyle fracture, unspecified side, init","Clos skull base fracture","1","0","0","0","0"
"S02.118A","Other fracture of occiput, init encntr for closed fracture","801.00","Clos skull base fracture","1","0","0","0","0","Other fracture of occiput, unspecified side, init","Clos skull base fracture","1","0","0","0","0"
"S02.110B","Type I occipital condyle fracture, init for opn fx","801.50","Open skull base fracture","1","0","0","0","0","Type I occipital condyle fracture, unspecified side, 7thB","Open skull base fracture","1","0","0","0","0"
"S02.111B","Type II occipital condyle fracture, init for opn fx","801.50","Open skull base fracture","1","0","0","0","0","Type II occipital condyle fracture, unspecified side, 7thB","Open skull base fracture","1","0","0","0","0"
"S02.112B","Type III occipital condyle fracture, init for opn fx","801.50","Open skull base fracture","1","0","0","0","0","Type III occipital condyle fracture, unspecified side, 7thB","Open skull base fracture","1","0","0","0","0"
"S02.118B","Other fracture of occiput, init encntr for open fracture","801.50","Open skull base fracture","1","0","0","0","0","Other fracture of occiput, unspecified side, 7thB","Open skull base fracture","1","0","0","0","0"
"S02.600A","Fracture of unsp part of body of mandible, init for clos fx","802.28","Fx mandible body NEC-cl","1","0","0","0","0","Fx unsp part of body of mandible, unspecified side, init","Fx mandible body NEC-cl","1","0","0","0","0"
"S02.600B","Fracture of unsp part of body of mandible, init for opn fx","802.38","Fx mandible body NEC-opn","1","0","0","0","0","Fx unsp part of body of mandible, unspecified side, 7thB","Fx mandible body NEC-opn","1","0","0","0","0"
"S02.400A","Malar fracture unspecified, init encntr for closed fracture","802.4","Fx malar/maxillary-close","1","0","0","0","0","Malar fracture, unspecified side, init","Fx malar/maxillary-close","1","0","0","0","0"
"S02.401A","Maxillary fracture, unsp, init encntr for closed fracture","802.4","Fx malar/maxillary-close","1","0","0","0","0","Maxillary fracture, unspecified side, init","Fx malar/maxillary-close","1","0","0","0","0"
"S02.402A","Zygomatic fracture, unsp, init encntr for closed fracture","802.4","Fx malar/maxillary-close","1","0","0","0","0","Zygomatic fracture, unspecified side, init","Fx malar/maxillary-close","1","0","0","0","0"
"S02.400B","Malar fracture unspecified, init encntr for open fracture","802.5","Fx malar/maxillary-open","1","0","0","0","0","Malar fracture, unspecified side, 7thB","Fx malar/maxillary-open","1","0","0","0","0"
"S02.401B","Maxillary fracture, unsp, init encntr for open fracture","802.5","Fx malar/maxillary-open","1","0","0","0","0","Maxillary fracture, unspecified side, 7thB","Fx malar/maxillary-open","1","0","0","0","0"
"S02.402B","Zygomatic fracture, unsp, init encntr for open fracture","802.5","Fx malar/maxillary-open","1","0","0","0","0","Zygomatic fracture, unspecified side, 7thB","Fx malar/maxillary-open","1","0","0","0","0"
"S02.110S","Type I occipital condyle fracture, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Type I occipital condyle fracture, unspecified side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.111S","Type II occipital condyle fracture, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Type II occipital condyle fracture, unsp side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.112S","Type III occipital condyle fracture, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Type III occipital condyle fracture, unsp side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.118S","Other fracture of occiput, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Other fracture of occiput, unspecified side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.400S","Malar fracture unspecified, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Malar fracture, unspecified side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.401S","Maxillary fracture, unspecified, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Maxillary fracture, unspecified side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.402S","Zygomatic fracture, unspecified, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Zygomatic fracture, unspecified side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S02.600S","Fracture of unspecified part of body of mandible, sequela","905.0","Late effec skull/face fx","1","0","0","0","0","Fx unsp part of body of mandible, unspecified side, sequela","Late effec skull/face fx","1","0","0","0","0"
"S54.8X1S","Unsp injury of nerves at forearm level, right arm, sequela","907.4","Lt eff nerv inj shld/arm","1","0","0","0","0","Injury of other nerves at forearm level, right arm, sequela","Lt eff nerv inj shld/arm","1","0","0","0","0"
"S54.8X2S","Unsp injury of nerves at forearm level, left arm, sequela","907.4","Lt eff nerv inj shld/arm","1","0","0","0","0","Injury of other nerves at forearm level, left arm, sequela","Lt eff nerv inj shld/arm","1","0","0","0","0"
"S54.8X9S","Unsp injury of nerves at forearm level, unsp arm, sequela","907.4","Lt eff nerv inj shld/arm","1","0","0","0","0","Injury of other nerves at forarm lv, unsp arm, sequela","Lt eff nerv inj shld/arm","1","0","0","0","0"
"T82.817S","Embolism of cardiac prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Embolism due to cardiac prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.818S","Embolism of vascular prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Embolism due to vascular prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.827S","Fibrosis of cardiac prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Fibrosis due to cardiac prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.828S","Fibrosis of vascular prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Fibrosis due to vascular prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.837S","Hemorrhage of cardiac prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Hemorrhage due to cardiac prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.838S","Hemorrhage of vascular prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Hemorrhage due to vascular prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.847S","Pain from cardiac prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Pain due to cardiac prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.848S","Pain from vascular prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Pain due to vascular prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.857S","Stenosis of cardiac prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Stenosis of other cardiac prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.858S","Stenosis of vascular prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Stenosis of other vascular prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.867S","Thrombosis of cardiac prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Thrombosis due to cardiac prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T82.868S","Thrombosis of vascular prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Thrombosis due to vascular prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.018S","Breakdown of indwelling urethral catheter, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown (mechanical) of other urinary catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.028S","Displacement of other indwelling urethral catheter, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of other urinary catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.038S","Leakage of other indwelling urethral catheter, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Leakage of other urinary catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.098S","Mech compl of other indwelling urethral catheter, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of other urinary catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.111S","Breakdown (mechanical) of urinary sphincter implant, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown of implanted urinary sphincter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.112S","Breakdown (mechanical) of urinary stent, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown (mechanical) of indwelling ureteral stent, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.121S","Displacement of urinary sphincter implant, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of implanted urinary sphincter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.122S","Displacement of urinary stent, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of indwelling ureteral stent, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.191S","Mech compl of urinary sphincter implant, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of implanted urinary sphincter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.192S","Other mechanical complication of urinary stent, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of indwelling ureteral stent, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.410S","Breakdown of penile (implanted) prosthesis, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown of implanted penile prosthesis, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.420S","Displacement of penile (implanted) prosthesis, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of implanted penile prosthesis, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.490S","Mech compl of penile (implanted) prosthesis, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of implanted penile prosthesis, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.711S","Erosion of implnt vag prstht mtrl to surrnd org/tiss, sqla","909.3","Late eff surg/med compl","1","0","0","0","0","Erosn implnt vaginal mesh to surrnd org/tiss, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.718S","Erosion of implanted prstht mtrl to surrnd org/tiss, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Erosion of other implanted mesh to organ or tissue, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.721S","Exposure of implnt vag prstht mtrl into vagina, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Exposure of implanted vaginal mesh into vagina, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.728S","Exposure of implnt prstht mtrl to surrnd org/tiss, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Exposure of other implnt mesh into organ or tissue, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.81XS","Embolism of genitourinary prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Embolism due to genitourinary prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.82XS","Fibrosis of genitourinary prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Fibrosis due to genitourinary prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.83XS","Hemorrhage of genitourinary prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Hemorrhage due to genitourinary prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.84XS","Pain from genitourinary prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Pain due to genitourinary prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.85XS","Stenosis of genitourinary prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Stenosis due to genitourinary prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T83.86XS","Thrombosis of genitourinary prosth dev/grft, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Thrombosis due to genitourinary prosth dev/grft, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.110S","Brkdwn implanted electronic neurostim of brain, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown of implnt elec nstim of brain lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.111S","Brkdwn implanted electronic neurostim of periph nrv, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown of implnt elec nstim of prph nrv lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.112S","Brkdwn implanted electrnc neurostim of spinal cord, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown of implnt elec nstim of spinal cord lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.120S","Displacmnt of implanted electrnc neurostim of brain, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of implnt elec nstim of brain lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.121S","Displacmnt of implnt electrnc neurostim of periph nrv, sqla","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of implnt elec nstim of prph nrv lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.122S","Displacmnt of implnt electrnc neurostim of spinal cord, sqla","909.3","Late eff surg/med compl","1","0","0","0","0","Displacmnt of implnt elec nstim of spinal cord lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.190S","Mech compl of implanted electrnc neurostim of brain, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of implnt elec nstim of brain lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.191S","Mech compl of implnt electrnc neurostim of periph nrv, sqla","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of implnt elec nstim of prph nrv lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.192S","Mech compl of implnt electrnc neurostim of spinal cord, sqla","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of implnt elec nstim of spinal cord lead, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.610S","Brkdwn epidural and subdural infusion catheter, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Breakdown of cranial or spinal infusion catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.620S","Displacmnt of epidural and subdural infusion cath, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Displacement of cranial or spinal infusion catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.630S","Leakage of epidural and subdural infusion catheter, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Leakage of cranial or spinal infusion catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"T85.690S","Mech compl of epidural and subdural infusion cath, sequela","909.3","Late eff surg/med compl","1","0","0","0","0","Mech compl of cranial or spinal infusion catheter, sequela","Late eff surg/med compl","1","0","0","0","0"
"S54.8X1A","Unsp injury of oth nerves at forearm level, right arm, init","955.7","Inj nerve shldr/arm NEC","1","0","0","0","0","Injury of other nerves at forearm level, right arm, init","Inj nerve shldr/arm NEC","1","0","0","0","0"
"S54.8X2A","Unsp injury of oth nerves at forearm level, left arm, init","955.7","Inj nerve shldr/arm NEC","1","0","0","0","0","Injury of other nerves at forearm level, left arm, init","Inj nerve shldr/arm NEC","1","0","0","0","0"
"S54.8X9A","Unsp injury of oth nerves at forearm level, unsp arm, init","955.7","Inj nerve shldr/arm NEC","1","0","0","0","0","Injury of other nerves at forarm lv, unspecified arm, init","Inj nerve shldr/arm NEC","1","0","0","0","0"
"S54.8X1A","Unsp injury of oth nerves at forearm level, right arm, init","955.8","Inj mult nerve shldr/arm","1","0","0","0","0","Injury of other nerves at forearm level, right arm, init","Inj mult nerve shldr/arm","1","0","0","0","0"
"S54.8X2A","Unsp injury of oth nerves at forearm level, left arm, init","955.8","Inj mult nerve shldr/arm","1","0","0","0","0","Injury of other nerves at forearm level, left arm, init","Inj mult nerve shldr/arm","1","0","0","0","0"
"S54.8X9A","Unsp injury of oth nerves at forearm level, unsp arm, init","955.8","Inj mult nerve shldr/arm","1","0","0","0","0","Injury of other nerves at forarm lv, unspecified arm, init","Inj mult nerve shldr/arm","1","0","0","0","0"
