"ICD9","ICD9_Desc_x","ICD10","ICD10_Desc_x","APPROX_x","NOMAP_x","COMBO_x","SCENARIO_x","CHOICE_x","ICD9_Desc_y","ICD10_Desc_y","APPROX_y","NOMAP_y","COMBO_y","SCENARIO_y","CHOICE_y"
"761.3","Polyhydramnios aff NB","P01.3","Newborn (suspected to be) affected by polyhydramnios","0","0","0","0","0","Polyhydramnios aff NB","Newborn affected by polyhydramnios","0","0","0","0","0"
"761.4","Ectopic pregnancy aff NB","P01.4","Newborn (suspected to be) affected by ectopic pregnancy","0","0","0","0","0","Ectopic pregnancy aff NB","Newborn affected by ectopic pregnancy","0","0","0","0","0"
"761.5","Mult pregnancy aff NB","P01.5","Newborn (suspected to be) affected by multiple pregnancy","0","0","0","0","0","Mult pregnancy aff NB","Newborn affected by multiple pregnancy","0","0","0","0","0"
"761.6","Maternal death aff NB","P01.6","Newborn (suspected to be) affected by maternal death","0","0","0","0","0","Maternal death aff NB","Newborn affected by maternal death","0","0","0","0","0"
"761.8","Matern compl NEC aff NB","P01.8","Newborn affected by oth maternal complications of pregnancy","0","0","0","0","0","Matern compl NEC aff NB","Newborn affected by other maternal comp of pregnancy","0","0","0","0","0"
"761.9","Matern compl NOS aff NB","P01.9","Newborn affected by maternal complication of pregnancy, unsp","0","0","0","0","0","Matern compl NOS aff NB","Newborn affected by maternal comp of pregnancy, unspecified","0","0","0","0","0"
"762.0","Placenta previa aff NB","P02.0","Newborn (suspected to be) affected by placenta previa","0","0","0","0","0","Placenta previa aff NB","Newborn affected by placenta previa","0","0","0","0","0"
"762.2","Abn plac NEC/NOS aff NB","P02.29","Newborn aff by oth morpholog and functn abnlt of placenta","1","0","0","0","0","Abn plac NEC/NOS aff NB","Newborn aff by other morpholog and functn abnlt of placenta","1","0","0","0","0"
"762.4","Prolapsed cord aff NB","P02.4","Newborn (suspected to be) affected by prolapsed cord","0","0","0","0","0","Prolapsed cord aff NB","Newborn affected by prolapsed cord","0","0","0","0","0"
"762.5","Oth umbil cord compress","P02.5","Newborn affected by oth compression of umbilical cord","0","0","0","0","0","Oth umbil cord compress","Newborn affected by other compression of umbilical cord","0","0","0","0","0"
"762.6","Umbil cond NEC aff NB","P02.60","Newborn affected by unsp conditions of umbilical cord","1","0","0","0","0","Umbil cond NEC aff NB","Newborn affected by unspecified conditions of umbilical cord","1","0","0","0","0"
"762.6","Umbil cond NEC aff NB","P02.69","Newborn affected by oth conditions of umbilical cord","1","0","0","0","0","Umbil cond NEC aff NB","Newborn affected by other conditions of umbilical cord","1","0","0","0","0"
"762.7","Chorioamnionitis aff NB","P02.7","Newborn (suspected to be) affected by chorioamnionitis","0","0","0","0","0","Chorioamnionitis aff NB","Newborn affected by chorioamnionitis","0","0","0","0","0"
"762.8","Abn amnion NEC aff NB","P02.8","Newborn affected by oth abnormalities of membranes","0","0","0","0","0","Abn amnion NEC aff NB","Newborn affected by other abnormalities of membranes","0","0","0","0","0"
"762.9","Abn amnion NOS aff NB","P02.9","Newborn affected by abnormality of membranes, unsp","0","0","0","0","0","Abn amnion NOS aff NB","Newborn affected by abnormality of membranes, unspecified","0","0","0","0","0"
"763.2","Forceps delivery aff NB","P03.2","Newborn (suspected to be) affected by forceps delivery","0","0","0","0","0","Forceps delivery aff NB","Newborn affected by forceps delivery","0","0","0","0","0"
"763.3","Vacuum extrac del aff NB","P03.3","Newborn affected by delivery by vacuum extractor","0","0","0","0","0","Vacuum extrac del aff NB","Newborn affected by delivery by vacuum extractor [ventouse]","0","0","0","0","0"
"763.4","Cesarean delivery aff NB","P03.4","Newborn (suspected to be) affected by Cesarean delivery","0","0","0","0","0","Cesarean delivery aff NB","Newborn affected by Cesarean delivery","0","0","0","0","0"
"763.6","Precipitate del aff NB","P03.5","Newborn (suspected to be) affected by precipitate delivery","0","0","0","0","0","Precipitate del aff NB","Newborn affected by precipitate delivery","0","0","0","0","0"
"763.9","Compl deliv NOS aff NB","P03.9","Newborn affected by complication of labor and delivery, unsp","0","0","0","0","0","Compl deliv NOS aff NB","Newborn affected by comp of labor and delivery, unspecified","0","0","0","0","0"
"802.28","Fx mandible body NEC-cl","S02.600A","Fracture of unsp part of body of mandible, init for clos fx","1","0","0","0","0","Fx mandible body NEC-cl","Fx unsp part of body of mandible, unspecified side, init","1","0","0","0","0"
"802.38","Fx mandible body NEC-opn","S02.600B","Fracture of unsp part of body of mandible, init for opn fx","1","0","0","0","0","Fx mandible body NEC-opn","Fx unsp part of body of mandible, unspecified side, 7thB","1","0","0","0","0"
"802.4","Fx malar/maxillary-close","S02.400A","Malar fracture unspecified, init encntr for closed fracture","1","0","0","0","0","Fx malar/maxillary-close","Malar fracture, unspecified side, init","1","0","0","0","0"
"802.4","Fx malar/maxillary-close","S02.401A","Maxillary fracture, unsp, init encntr for closed fracture","1","0","0","0","0","Fx malar/maxillary-close","Maxillary fracture, unspecified side, init","1","0","0","0","0"
"802.4","Fx malar/maxillary-close","S02.402A","Zygomatic fracture, unsp, init encntr for closed fracture","1","0","0","0","0","Fx malar/maxillary-close","Zygomatic fracture, unspecified side, init","1","0","0","0","0"
"802.5","Fx malar/maxillary-open","S02.400B","Malar fracture unspecified, init encntr for open fracture","1","0","0","0","0","Fx malar/maxillary-open","Malar fracture, unspecified side, 7thB","1","0","0","0","0"
"802.5","Fx malar/maxillary-open","S02.401B","Maxillary fracture, unsp, init encntr for open fracture","1","0","0","0","0","Fx malar/maxillary-open","Maxillary fracture, unspecified side, 7thB","1","0","0","0","0"
"802.5","Fx malar/maxillary-open","S02.402B","Zygomatic fracture, unsp, init encntr for open fracture","1","0","0","0","0","Fx malar/maxillary-open","Zygomatic fracture, unspecified side, 7thB","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.110S","Type I occipital condyle fracture, sequela","1","0","0","0","0","Late effec skull/face fx","Type I occipital condyle fracture, unspecified side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.111S","Type II occipital condyle fracture, sequela","1","0","0","0","0","Late effec skull/face fx","Type II occipital condyle fracture, unsp side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.112S","Type III occipital condyle fracture, sequela","1","0","0","0","0","Late effec skull/face fx","Type III occipital condyle fracture, unsp side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.118S","Other fracture of occiput, sequela","1","0","0","0","0","Late effec skull/face fx","Other fracture of occiput, unspecified side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.400S","Malar fracture unspecified, sequela","1","0","0","0","0","Late effec skull/face fx","Malar fracture, unspecified side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.401S","Maxillary fracture, unspecified, sequela","1","0","0","0","0","Late effec skull/face fx","Maxillary fracture, unspecified side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.402S","Zygomatic fracture, unspecified, sequela","1","0","0","0","0","Late effec skull/face fx","Zygomatic fracture, unspecified side, sequela","1","0","0","0","0"
"905.0","Late effec skull/face fx","S02.600S","Fracture of unspecified part of body of mandible, sequela","1","0","0","0","0","Late effec skull/face fx","Fx unsp part of body of mandible, unspecified side, sequela","1","0","0","0","0"
"996.2","Malfun neuro device/graf","T85.190A","Mech compl of implanted electronic neurostim of brain, init","1","0","0","0","0","Malfun neuro device/graf","Mech compl of implnt elec nstim of brain lead, init","1","0","0","0","0"
"996.2","Malfun neuro device/graf","T85.192A","Mech compl of implnt electrnc neurostim of spinal cord, init","1","0","0","0","0","Malfun neuro device/graf","Mech compl of implnt elec nstim of spinal cord lead, init","1","0","0","0","0"
"996.71","Comp-heart valve prosth","T82.817A","Embolism of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-heart valve prosth","Embolism due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.71","Comp-heart valve prosth","T82.827A","Fibrosis of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-heart valve prosth","Fibrosis due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.71","Comp-heart valve prosth","T82.837A","Hemorrhage of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-heart valve prosth","Hemorrhage due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.71","Comp-heart valve prosth","T82.847A","Pain from cardiac prosth dev/grft, init","1","0","0","0","0","Comp-heart valve prosth","Pain due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.71","Comp-heart valve prosth","T82.857A","Stenosis of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-heart valve prosth","Stenosis of other cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.71","Comp-heart valve prosth","T82.867A","Thrombosis of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-heart valve prosth","Thrombosis due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.72","Comp-oth cardiac device","T82.817A","Embolism of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-oth cardiac device","Embolism due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.72","Comp-oth cardiac device","T82.827A","Fibrosis of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-oth cardiac device","Fibrosis due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.72","Comp-oth cardiac device","T82.837A","Hemorrhage of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-oth cardiac device","Hemorrhage due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.72","Comp-oth cardiac device","T82.847A","Pain from cardiac prosth dev/grft, init","1","0","0","0","0","Comp-oth cardiac device","Pain due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.72","Comp-oth cardiac device","T82.857A","Stenosis of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-oth cardiac device","Stenosis of other cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.72","Comp-oth cardiac device","T82.867A","Thrombosis of cardiac prosth dev/grft, init","1","0","0","0","0","Comp-oth cardiac device","Thrombosis due to cardiac prosth dev/grft, initial encounter","1","0","0","0","0"
"996.73","Comp-ren dialys dev/grft","T82.818A","Embolism of vascular prosth dev/grft, init","1","0","0","0","0","Comp-ren dialys dev/grft","Embolism due to vascular prosth dev/grft, initial encounter","1","0","0","0","0"
"996.73","Comp-ren dialys dev/grft","T82.828A","Fibrosis of vascular prosth dev/grft, init","1","0","0","0","0","Comp-ren dialys dev/grft","Fibrosis due to vascular prosth dev/grft, initial encounter","1","0","0","0","0"
"996.73","Comp-ren dialys dev/grft","T82.838A","Hemorrhage of vascular prosth dev/grft, init","1","0","0","0","0","Comp-ren dialys dev/grft","Hemorrhage due to vascular prosth dev/grft, init","1","0","0","0","0"
"996.73","Comp-ren dialys dev/grft","T82.848A","Pain from vascular prosth dev/grft, init","1","0","0","0","0","Comp-ren dialys dev/grft","Pain due to vascular prosth dev/grft, initial encounter","1","0","0","0","0"
"996.73","Comp-ren dialys dev/grft","T82.858A","Stenosis of vascular prosth dev/grft, init","1","0","0","0","0","Comp-ren dialys dev/grft","Stenosis of other vascular prosth dev/grft, init","1","0","0","0","0"
"996.73","Comp-ren dialys dev/grft","T82.868A","Thrombosis of vascular prosth dev/grft, init","1","0","0","0","0","Comp-ren dialys dev/grft","Thrombosis due to vascular prosth dev/grft, init","1","0","0","0","0"
"996.74","Comp-oth vasc dev/graft","T82.818A","Embolism of vascular prosth dev/grft, init","1","0","0","0","0","Comp-oth vasc dev/graft","Embolism due to vascular prosth dev/grft, initial encounter","1","0","0","0","0"
"996.74","Comp-oth vasc dev/graft","T82.828A","Fibrosis of vascular prosth dev/grft, init","1","0","0","0","0","Comp-oth vasc dev/graft","Fibrosis due to vascular prosth dev/grft, initial encounter","1","0","0","0","0"
"996.74","Comp-oth vasc dev/graft","T82.838A","Hemorrhage of vascular prosth dev/grft, init","1","0","0","0","0","Comp-oth vasc dev/graft","Hemorrhage due to vascular prosth dev/grft, init","1","0","0","0","0"
"996.74","Comp-oth vasc dev/graft","T82.848A","Pain from vascular prosth dev/grft, init","1","0","0","0","0","Comp-oth vasc dev/graft","Pain due to vascular prosth dev/grft, initial encounter","1","0","0","0","0"
"996.74","Comp-oth vasc dev/graft","T82.858A","Stenosis of vascular prosth dev/grft, init","1","0","0","0","0","Comp-oth vasc dev/graft","Stenosis of other vascular prosth dev/grft, init","1","0","0","0","0"
"996.74","Comp-oth vasc dev/graft","T82.868A","Thrombosis of vascular prosth dev/grft, init","1","0","0","0","0","Comp-oth vasc dev/graft","Thrombosis due to vascular prosth dev/grft, init","1","0","0","0","0"
"996.76","Comp-genitourin dev/grft","T83.81XA","Embolism of genitourinary prosth dev/grft, init","1","0","0","0","0","Comp-genitourin dev/grft","Embolism due to genitourinary prosth dev/grft, init","1","0","0","0","0"
"996.76","Comp-genitourin dev/grft","T83.82XA","Fibrosis of genitourinary prosth dev/grft, init","1","0","0","0","0","Comp-genitourin dev/grft","Fibrosis due to genitourinary prosth dev/grft, init","1","0","0","0","0"
"996.76","Comp-genitourin dev/grft","T83.83XA","Hemorrhage of genitourinary prosth dev/grft, init","1","0","0","0","0","Comp-genitourin dev/grft","Hemorrhage due to genitourinary prosth dev/grft, init","1","0","0","0","0"
"996.76","Comp-genitourin dev/grft","T83.84XA","Pain from genitourinary prosth dev/grft, init","1","0","0","0","0","Comp-genitourin dev/grft","Pain due to genitourinary prosth dev/grft, initial encounter","1","0","0","0","0"
"996.76","Comp-genitourin dev/grft","T83.85XA","Stenosis of genitourinary prosth dev/grft, init","1","0","0","0","0","Comp-genitourin dev/grft","Stenosis due to genitourinary prosth dev/grft, init","1","0","0","0","0"
"996.76","Comp-genitourin dev/grft","T83.86XA","Thrombosis of genitourinary prosth dev/grft, init","1","0","0","0","0","Comp-genitourin dev/grft","Thrombosis due to genitourinary prosth dev/grft, init","1","0","0","0","0"
"997.02","Iatrogen CV infarc/hmrhg","I97.821","Postprocedural cerebrovascular infarction during oth surgery","1","0","0","0","0","Iatrogen CV infarc/hmrhg","Postprocedural cerebvasc infarction following other surgery","1","0","0","0","0"
"998.11","Hemorrhage complic proc","D78.21","Postprocedural hemor/hemtom of the spleen fol proc on spleen","1","0","0","0","0","Hemorrhage complic proc","Postprocedural hemorrhage of the spleen fol proc on spleen","1","0","0","0","0"
"998.11","Hemorrhage complic proc","D78.22","Postproc hemor/hemtom of the spleen following oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemorrhage of the spleen following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","G97.51","Postproc hemor/hemtom of a nrv sys org fol a nrv sys proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a nervous sys org fol a nervous sys proc","1","0","0","0","0"
"998.11","Hemorrhage complic proc","G97.52","Postproc hemor/hemtom of a nervous sys org fol oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a nervous sys org fol other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.311","Postproc hemor/hemtom of r eye and adnexa fol an opth proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of right eye and adnexa fol an opth procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.312","Postproc hemor/hemtom of l eye and adnexa fol an opth proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of left eye and adnexa fol an opth procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.313","Postproc hemor/hemtom of eye and adnexa fol an opth proc, bi","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of eye and adnexa fol an opth procedure, bi","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.319","Postproc hemor/hemtom of unsp eye and adnx fol an opth proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of unsp and adnexa fol an opth procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.321","Postproc hemor/hemtom of right eye and adnexa fol oth proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of right eye and adnexa fol other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.322","Postproc hemor/hemtom of left eye and adnexa fol oth proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of left eye and adnexa fol other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.323","Postproc hemor/hemtom of eye and adnexa fol oth proc, bi","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of eye and adnexa fol other procedure, bi","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H59.329","Postproc hemor/hemtom of unsp eye and adnexa fol oth proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of unsp and adnexa following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H95.41","Postproc hemor/hemtom of ear/mastd fol proc on ear/mastd","1","0","0","0","0","Hemorrhage complic proc","Postprocedural hemorrhage of ear/mastd fol proc on ear/mastd","1","0","0","0","0"
"998.11","Hemorrhage complic proc","H95.42","Postproc hemor/hemtom of ear/mastd following oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemorrhage of ear/mastd following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","I97.610","Postproc hemor/hemtom of a circ sys org fol a cardiac cath","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a circ sys org following a cardiac cath","1","0","0","0","0"
"998.11","Hemorrhage complic proc","I97.611","Postproc hemor/hemtom of a circ sys org fol cardiac bypass","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a circ sys org following cardiac bypass","1","0","0","0","0"
"998.11","Hemorrhage complic proc","I97.618","Postproc hemor/hemtom of circ sys org fol oth circ sys proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a circ sys org fol other circ sys proc","1","0","0","0","0"
"998.11","Hemorrhage complic proc","J95.830","Postproc hemor/hemtom of a resp sys org fol a resp sys proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a resp sys org fol a resp sys procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","J95.831","Postproc hemor/hemtom of a resp sys org fol oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a resp sys org following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","K91.840","Postproc hemor/hemtom of dgstv sys org fol a dgstv sys proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a dgstv sys org fol a dgstv sys procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","K91.841","Postproc hemor/hemtom of a dgstv sys org fol oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a dgstv sys org following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","L76.21","Postproc hemor/hemtom of skin, subcu fol a dermatologic proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of skin, subcu fol a dermatologic procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","L76.22","Postproc hemor/hemtom of skin, subcu following oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemorrhage of skin, subcu following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","M96.830","Postproc hemor/hemtom of a ms structure fol a ms sys proc","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a ms structure fol a ms sys procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","M96.831","Postproc hemor/hemtom of a ms structure fol oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a ms structure following other procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","N99.820","Postproc hemor/hemtom of a GU sys org fol a GU sys procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a GU sys org following a GU sys procedure","1","0","0","0","0"
"998.11","Hemorrhage complic proc","N99.821","Postproc hemor/hemtom of a GU sys org fol oth procedure","1","0","0","0","0","Hemorrhage complic proc","Postproc hemor of a GU sys org following other procedure","1","0","0","0","0"
"V23.1","Preg w hx-trophoblas dis","O09.10","Suprvsn of preg w history of ectopic or molar preg, unsp tri","1","0","0","0","0","Preg w hx-trophoblas dis","Suprvsn of preg with history of ectopic preg, unsp trimester","1","0","0","0","0"
"V23.42","Preg w hx ectopic preg","O09.10","Suprvsn of preg w history of ectopic or molar preg, unsp tri","1","0","0","0","0","Preg w hx ectopic preg","Suprvsn of preg with history of ectopic preg, unsp trimester","1","0","0","0","0"
"V54.11","Aftrcare traum fx up arm","S49.031D","Sltr-haris Type III physl fx upr end humer, r arm, 7thD","1","0","0","0","0","Aftrcare traum fx up arm","Sltr-haris Type III physl fx upper end humer, r arm, 7thD","1","0","0","0","0"
"V54.11","Aftrcare traum fx up arm","S49.032D","Sltr-haris Type III physl fx upr end humer, l arm, 7thD","1","0","0","0","0","Aftrcare traum fx up arm","Sltr-haris Type III physl fx upper end humer, left arm, 7thD","1","0","0","0","0"
"V54.11","Aftrcare traum fx up arm","S49.039D","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thD","1","0","0","0","0","Aftrcare traum fx up arm","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thD","1","0","0","0","0"
"V54.11","Aftrcare traum fx up arm","S49.131D","Sltr-haris Type III physl fx low end humer, r arm, 7thD","1","0","0","0","0","Aftrcare traum fx up arm","Sltr-haris Type III physl fx low end humer, right arm, 7thD","1","0","0","0","0"
"V54.11","Aftrcare traum fx up arm","S49.132D","Sltr-haris Type III physl fx low end humer, l arm, 7thD","1","0","0","0","0","Aftrcare traum fx up arm","Sltr-haris Type III physl fx lower end humer, left arm, 7thD","1","0","0","0","0"
"V54.11","Aftrcare traum fx up arm","S49.139D","Sltr-haris Type III physl fx low end humer, unsp arm, 7thD","1","0","0","0","0","Aftrcare traum fx up arm","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.110D","Type I occipital condyle fracture, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Type I occipital condyle fracture, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.111D","Type II occipital condyle fracture, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Type II occipital condyle fracture, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.112D","Type III occipital condyle fx, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Type III occipital condyle fracture, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.118D","Oth fracture of occiput, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Other fracture of occiput, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.400D","Malar fracture unsp, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Malar fracture, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.401D","Maxillary fracture, unsp, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Maxillary fracture, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.402D","Zygomatic fracture, unsp, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Zygomatic fracture, unspecified side, 7thD","1","0","0","0","0"
"V54.19","Aftrce traum fx bone NEC","S02.600D","Fx unsp part of body of mandible, subs for fx w routn heal","1","0","0","0","0","Aftrce traum fx bone NEC","Fx unsp part of body of mandible, unspecified side, 7thD","1","0","0","0","0"
