ICD9,ICD9_Desc,ICD10,ICD10_Desc,APPROX,NOMAP,COMBO,SCENARIO,CHOICE,OBSOLETE
374.45,Sensormotr disor lid NEC,H02.59,Other disorders affecting eyelid function,1,0,0,0,0,0
374.46,Blepharophimosis,H02.529,"Blepharophimosis unspecified eye, unspecified lid",1,0,0,0,0,0
374.50,"Degen disorder NOS, lid",H02.70,Unsp degenerative disorders of eyelid and periocular area,0,0,0,0,0,0
374.51,Xanthelasma,H02.66,"Xanthelasma of left eye, unspecified eyelid",1,0,0,0,0,0
374.52,Hyperpigmentation lid,H02.719,"Chloasma of unsp eye, unspecified eyelid and periocular area",1,0,0,0,0,0
374.53,Hypopigmentation lid,H02.739,"Vitiligo of unsp eye, unspecified eyelid and periocular area",1,0,0,0,0,0
374.54,Hypertrichosis of eyelid,H02.869,"Hypertrichosis of unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.55,Hypotrichosis of eyelid,H02.729,"Madarosis of unsp eye, unsp eyelid and periocular area",1,0,0,0,0,0
374.56,Degen dis eyelid NEC,H02.79,Other degenerative disorders of eyelid and periocular area,1,0,0,0,0,0
374.81,Hemorrhage of eyelid,H02.89,Other specified disorders of eyelid,1,0,0,0,0,0
374.82,Edema of eyelid,H02.849,"Edema of unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.83,Elephantiasis of eyelid,H02.859,"Elephantiasis of unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.84,Cysts of eyelids,H02.829,"Cysts of unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.85,"Vascular anomaly, eyelid",H02.879,"Vascular anomalies of unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.86,"Old foreign body, eyelid",H02.819,"Retained foreign body in unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.87,Dermatochalasis,H02.839,"Dermatochalasis of unspecified eye, unspecified eyelid",1,0,0,0,0,0
374.89,Disorders of eyelid NEC,H02.89,Other specified disorders of eyelid,1,0,0,0,0,0
374.9,Disorder of eyelid NOS,H02.9,Unspecified disorder of eyelid,0,0,0,0,0,0
375.00,Dacryoadenitis NOS,H04.009,"Unspecified dacryoadenitis, unspecified lacrimal gland",1,0,0,0,0,0
375.01,Acute dacryoadenitis,H04.019,"Acute dacryoadenitis, unspecified lacrimal gland",1,0,0,0,0,0
375.02,Chronic dacryoadenitis,H04.029,"Chronic dacryoadenitis, unspecified lacrimal gland",1,0,0,0,0,0
375.03,Ch enlargmnt lacrim glnd,H04.039,Chronic enlargement of unspecified lacrimal gland,1,0,0,0,0,0
375.11,Dacryops,H04.119,Dacryops of unspecified lacrimal gland,1,0,0,0,0,0
375.12,Lacrimal gland cyst NEC,H04.139,"Lacrimal cyst, unspecified lacrimal gland",1,0,0,0,0,0
375.13,Primary lacrimal atrophy,H04.149,"Primary lacrimal gland atrophy, unspecified lacrimal gland",1,0,0,0,0,0
375.14,Secondary lacrim atrophy,H04.159,"Secondary lacrimal gland atrophy, unspecified lacrimal gland",1,0,0,0,0,0
375.15,Tear film insuffic NOS,H04.129,Dry eye syndrome of unspecified lacrimal gland,1,0,0,0,0,0
375.16,Lacrimal gland dislocat,H04.169,"Lacrimal gland dislocation, unspecified lacrimal gland",1,0,0,0,0,0
375.20,Epiphora NOS,H04.209,"Unspecified epiphora, unspecified lacrimal gland",1,0,0,0,0,0
375.21,Epiphora d/t excess tear,H04.219,"Epiphora due to excess lacrimation, unsp lacrimal gland",1,0,0,0,0,0
375.22,Epiphora d/t insuf drain,H04.229,"Epiphora due to insufficient drainage, unsp lacrimal gland",1,0,0,0,0,0
375.30,Dacryocystitis NOS,H04.309,Unspecified dacryocystitis of unspecified lacrimal passage,1,0,0,0,0,0
375.31,Acute canaliculitis,H04.339,Acute lacrimal canaliculitis of unspecified lacrimal passage,1,0,0,0,0,0
375.32,Acute dacryocystitis,H04.329,Acute dacryocystitis of unspecified lacrimal passage,1,0,0,0,0,0
375.33,Phlegmon dacryocystitis,H04.319,Phlegmonous dacryocystitis of unspecified lacrimal passage,1,0,0,0,0,0
375.41,Chronic canaliculitis,H04.429,Chronic lacrimal canaliculitis of unsp lacrimal passage,1,0,0,0,0,0
375.42,Chronic dacryocystitis,H04.419,Chronic dacryocystitis of unspecified lacrimal passage,1,0,0,0,0,0
375.43,Lacrimal mucocele,H04.439,Chronic lacrimal mucocele of unspecified lacrimal passage,1,0,0,0,0,0
375.51,Lacriml punctum eversion,H04.529,Eversion of unspecified lacrimal punctum,1,0,0,0,0,0
375.52,Lacriml punctum stenosis,H04.569,Stenosis of unspecified lacrimal punctum,1,0,0,0,0,0
375.53,Lacrim canalic stenosis,H04.549,Stenosis of unspecified lacrimal canaliculi,1,0,0,0,0,0
375.54,Lacrimal sac stenosis,H04.579,Stenosis of unspecified lacrimal sac,1,0,0,0,0,0
375.55,Neonatal nasolacrml obst,H04.539,Neonatal obstruction of unspecified nasolacrimal duct,1,0,0,0,0,0
375.56,Acq nasolacrml stenosis,H04.559,Acquired stenosis of unspecified nasolacrimal duct,1,0,0,0,0,0
375.57,Dacryolith,H04.519,Dacryolith of unspecified lacrimal passage,1,0,0,0,0,0
375.61,Lacrimal fistula,H04.619,Lacrimal fistula unspecified lacrimal passage,1,0,0,0,0,0
375.69,Lacrim passge change NEC,H04.69,Other changes of lacrimal passages,0,0,0,0,0,0
375.81,Lacrim passage granuloma,H04.819,Granuloma of unspecified lacrimal passage,1,0,0,0,0,0
375.89,Lacrimal syst dis NEC,H04.89,Other disorders of lacrimal system,1,0,0,0,0,0
375.9,Lacrimal syst dis NOS,H04.9,"Disorder of lacrimal system, unspecified",0,0,0,0,0,0
376.00,"Acute inflam NOS, orbit",H05.00,Unspecified acute inflammation of orbit,0,0,0,0,0,0
376.01,Orbital cellulitis,H05.019,Cellulitis of unspecified orbit,1,0,0,0,0,0
376.02,Orbital periostitis,H05.039,Periostitis of unspecified orbit,1,0,0,0,0,0
376.03,Orbital osteomyelitis,H05.029,Osteomyelitis of unspecified orbit,1,0,0,0,0,0
376.04,Orbital tenonitis,H05.049,Tenonitis of unspecified orbit,1,0,0,0,0,0
376.10,"Chr inflam NOS, orbit",H05.10,Unspecified chronic inflammatory disorders of orbit,0,0,0,0,0,0
376.11,Orbital granuloma,H05.119,Granuloma of unspecified orbit,1,0,0,0,0,0
376.12,Orbital myositis,H05.129,"Orbital myositis, unspecified orbit",1,0,0,0,0,0
376.13,"Parasite infest, orbit",H05.89,Other disorders of orbit,1,0,0,0,0,0
376.21,Thyrotoxic exophthalmos,H05.89,Other disorders of orbit,1,0,0,0,0,0
376.22,Exophthalm ophthalmopleg,H05.89,Other disorders of orbit,1,0,0,0,0,0
376.30,Exophthalmos NOS,H05.20,Unspecified exophthalmos,0,0,0,0,0,0
376.31,Constant exophthalmos,H05.249,"Constant exophthalmos, unspecified eye",1,0,0,0,0,0
376.32,Orbital hemorrhage,H05.239,Hemorrhage of unspecified orbit,1,0,0,0,0,0
376.33,Orbital edema,H05.229,Edema of unspecified orbit,1,0,0,0,0,0
376.34,Intermittnt exophthalmos,H05.259,"Intermittent exophthalmos, unspecified eye",1,0,0,0,0,0
376.35,Pulsating exophthalmos,H05.269,"Pulsating exophthalmos, unspecified eye",1,0,0,0,0,0
376.36,Lateral globe displacmnt,H05.219,"Displacement (lateral) of globe, unspecified eye",1,0,0,0,0,0
376.40,Deformity of orbit NOS,H05.30,Unspecified deformity of orbit,0,0,0,0,0,0
376.41,Hypertelorism of orbit,H05.89,Other disorders of orbit,1,0,0,0,0,0
376.42,Exostosis of orbit,H05.359,Exostosis of unspecified orbit,1,0,0,0,0,0
376.43,Orbt deform d/t bone dis,H05.329,Deformity of unspecified orbit due to bone disease,1,0,0,0,0,0
376.44,Craniofacial-orbit defor,H05.89,Other disorders of orbit,1,0,0,0,0,0
376.45,Atrophy of orbit,H05.319,Atrophy of unspecified orbit,1,0,0,0,0,0
376.46,Enlargement of orbit,H05.349,Enlargement of unspecified orbit,1,0,0,0,0,0
376.47,Orbit deform d/t trauma,H05.339,Deformity of unspecified orbit due to trauma or surgery,1,0,0,0,0,0
376.50,Enophthalmos NOS,H05.409,"Unspecified enophthalmos, unspecified eye",1,0,0,0,0,0
376.51,Enophth d/t orbit atrphy,H05.419,"Enophthalmos due to atrophy of orbital tissue, unsp eye",1,0,0,0,0,0
376.52,Enophthalmos d/t trauma,H05.429,"Enophthalmos due to trauma or surgery, unspecified eye",1,0,0,0,0,0
376.6,"Old foreign body, orbit",H05.53,Retained (old) fb following penetrating wound of bi orbit,1,0,0,0,0,0
376.81,Orbital cysts,H05.819,Cyst of unspecified orbit,1,0,0,0,0,0
376.82,Extraocul muscl myopathy,H05.829,"Myopathy of extraocular muscles, unspecified orbit",1,0,0,0,0,0
376.89,Orbital disorders NEC,H05.89,Other disorders of orbit,1,0,0,0,0,0
376.9,Orbital disorder NOS,H05.9,Unspecified disorder of orbit,0,0,0,0,0,0
377.00,Papilledema NOS,H47.10,Unspecified papilledema,0,0,0,0,0,0
377.01,Papilledema w incr press,H47.11,Papilledema associated with increased intracranial pressure,0,0,0,0,0,0
377.02,Papilledema w decr press,H47.12,Papilledema associated with decreased ocular pressure,0,0,0,0,0,0
377.03,Papilledema w retina dis,H47.13,Papilledema associated with retinal disorder,0,0,0,0,0,0
377.04,Foster-kennedy syndrome,H47.149,"Foster-Kennedy syndrome, unspecified eye",1,0,0,0,0,0
377.10,Optic atrophy NOS,H47.20,Unspecified optic atrophy,0,0,0,0,0,0
377.11,Primary optic atrophy,H47.219,"Primary optic atrophy, unspecified eye",1,0,0,0,0,0
377.12,Postinflam optic atrophy,H47.299,"Other optic atrophy, unspecified eye",1,0,0,0,0,0
377.13,Optic atrph w retin dyst,H47.299,"Other optic atrophy, unspecified eye",1,0,0,0,0,0
377.14,Cupping of optic disc,H47.239,"Glaucomatous optic atrophy, unspecified eye",1,0,0,0,0,0
377.15,Partial optic atrophy,H47.299,"Other optic atrophy, unspecified eye",1,0,0,0,0,0
377.16,Hereditary optic atrophy,H47.22,Hereditary optic atrophy,0,0,0,0,0,0
377.21,Drusen of optic disc,H47.329,"Drusen of optic disc, unspecified eye",1,0,0,0,0,0
377.22,Crater-like hole op disc,H47.399,"Other disorders of optic disc, unspecified eye",1,0,0,0,0,0
377.23,Coloboma of optic disc,H47.319,"Coloboma of optic disc, unspecified eye",1,0,0,0,0,0
377.24,Pseudopapilledema,H47.339,"Pseudopapilledema of optic disc, unspecified eye",1,0,0,0,0,0
377.30,Optic neuritis NOS,H46.9,Unspecified optic neuritis,0,0,0,0,0,0
377.31,Optic papillitis,H46.00,"Optic papillitis, unspecified eye",1,0,0,0,0,0
377.32,Retrobulbar neuritis,H46.10,"Retrobulbar neuritis, unspecified eye",1,0,0,0,0,0
377.33,Nutrition optc neuropthy,H46.2,Nutritional optic neuropathy,0,0,0,0,0,0
377.34,Toxic optic neuropathy,H46.3,Toxic optic neuropathy,0,0,0,0,0,0
377.39,Optic neuritis NEC,H46.8,Other optic neuritis,0,0,0,0,0,0
377.41,Ischemic optic neuropthy,H47.019,"Ischemic optic neuropathy, unspecified eye",1,0,0,0,0,0
377.42,Optic nerve sheath hemor,H47.029,"Hemorrhage in optic nerve sheath, unspecified eye",1,0,0,0,0,0
377.43,Optic nerve hypoplasia,H47.039,"Optic nerve hypoplasia, unspecified eye",1,0,0,0,0,0
377.49,Optic nerve disorder NEC,H47.099,"Oth disorders of optic nerve, NEC, unsp eye",1,0,0,0,0,0
377.51,Opt chiasm w pituit dis,H47.49,Disorders of optic chiasm in (due to) other disorders,1,0,0,0,0,0
377.52,Opt chiasm dis/neopl NEC,H47.42,Disorders of optic chiasm in (due to) neoplasm,1,0,0,0,0,0
377.53,Opt chiasm w vascul dis,H47.43,Disorders of optic chiasm in (due to) vascular disorders,0,0,0,0,0,0
377.54,Op chiasm dis w infl dis,H47.41,Disorders of optic chiasm in (due to) inflammatory disorders,0,0,0,0,0,0
377.61,Vis path dis w neoplasms,H47.529,"Disorders of visual pathways in (due to) neoplasm, unsp side",1,0,0,0,0,0
377.62,Vis path dis w vasc dis,H47.539,"Disord of visual pathways in vascular disord, unsp side",1,0,0,0,0,0
377.63,Vis path dis w infl dis,H47.519,"Disord of visual pathways in inflam disord, unsp side",1,0,0,0,0,0
377.71,Vis cortx dis w neoplasm,H47.639,"Disord of visual cortex in neoplasm, unsp side of brain",1,0,0,0,0,0
377.72,Vis cortx dis w vasc dis,H47.649,"Disord of visual cortex in vasc disord, unsp side of brain",1,0,0,0,0,0
377.73,Vis cortex dis w inflam,H47.629,"Disord of visual cortex in inflam disord, unsp side of brain",1,0,0,0,0,0
377.75,Cortical blindness,H47.619,"Cortical blindness, unspecified side of brain",1,0,0,0,0,0
377.9,Optic nerve disorder NOS,H47.9,Unspecified disorder of visual pathways,1,0,0,0,0,0
378.00,Esotropia NOS,H50.00,Unspecified esotropia,0,0,0,0,0,0
378.01,Monocular esotropia,H50.011,"Monocular esotropia, right eye",1,0,0,0,0,0
378.01,Monocular esotropia,H50.012,"Monocular esotropia, left eye",1,0,0,0,0,0
378.02,Monoc esotrop w a pattrn,H50.021,"Monocular esotropia with A pattern, right eye",1,0,0,0,0,0
378.02,Monoc esotrop w a pattrn,H50.022,"Monocular esotropia with A pattern, left eye",1,0,0,0,0,0
378.03,Monoc esotrop w v pattrn,H50.031,"Monocular esotropia with V pattern, right eye",1,0,0,0,0,0
378.03,Monoc esotrop w v pattrn,H50.032,"Monocular esotropia with V pattern, left eye",1,0,0,0,0,0
378.04,Monoc esotrop w x/y pat,H50.041,"Monocular esotropia with other noncomitancies, right eye",1,0,0,0,0,0
378.04,Monoc esotrop w x/y pat,H50.042,"Monocular esotropia with other noncomitancies, left eye",1,0,0,0,0,0
378.05,Alternating esotropia,H50.05,Alternating esotropia,0,0,0,0,0,0
378.06,Alt esotropia w a pattrn,H50.06,Alternating esotropia with A pattern,0,0,0,0,0,0
378.07,Alt esotropia w v pattrn,H50.07,Alternating esotropia with V pattern,0,0,0,0,0,0
378.08,Alt esotrop w x/y pattrn,H50.08,Alternating esotropia with other noncomitancies,0,0,0,0,0,0
378.10,Exotropia NOS,H50.10,Unspecified exotropia,0,0,0,0,0,0
378.11,Monocular exotropia,H50.111,"Monocular exotropia, right eye",1,0,0,0,0,0
378.11,Monocular exotropia,H50.112,"Monocular exotropia, left eye",1,0,0,0,0,0
378.12,Monoc exotrop w a pattrn,H50.121,"Monocular exotropia with A pattern, right eye",1,0,0,0,0,0
378.12,Monoc exotrop w a pattrn,H50.122,"Monocular exotropia with A pattern, left eye",1,0,0,0,0,0
378.13,Monoc exotrop w v pattrn,H50.131,"Monocular exotropia with V pattern, right eye",1,0,0,0,0,0
378.13,Monoc exotrop w v pattrn,H50.132,"Monocular exotropia with V pattern, left eye",1,0,0,0,0,0
378.14,Monoc exotrop w x/y pat,H50.141,"Monocular exotropia with other noncomitancies, right eye",1,0,0,0,0,0
378.14,Monoc exotrop w x/y pat,H50.142,"Monocular exotropia with other noncomitancies, left eye",1,0,0,0,0,0
378.15,Alternating exotropia,H50.15,Alternating exotropia,0,0,0,0,0,0
378.16,Alt exotropia w a pattrn,H50.16,Alternating exotropia with A pattern,0,0,0,0,0,0
378.17,Alt exotropia w v pattrn,H50.17,Alternating exotropia with V pattern,0,0,0,0,0,0
378.18,Alt exotrop w x/y pattrn,H50.18,Alternating exotropia with other noncomitancies,0,0,0,0,0,0
378.20,Intermit heterotrop NOS,H50.30,Unspecified intermittent heterotropia,0,0,0,0,0,0
378.21,Intermit monoc esotropia,H50.311,"Intermittent monocular esotropia, right eye",1,0,0,0,0,0
378.21,Intermit monoc esotropia,H50.312,"Intermittent monocular esotropia, left eye",1,0,0,0,0,0
378.22,Intermit altrn esotropia,H50.32,Intermittent alternating esotropia,0,0,0,0,0,0
378.23,Intermit monoc exotropia,H50.331,"Intermittent monocular exotropia, right eye",1,0,0,0,0,0
378.23,Intermit monoc exotropia,H50.332,"Intermittent monocular exotropia, left eye",1,0,0,0,0,0
378.24,Intermit altrn exotropia,H50.34,Intermittent alternating exotropia,0,0,0,0,0,0
378.30,Heterotropia NOS,H50.40,Unspecified heterotropia,0,0,0,0,0,0
378.31,Hypertropia,H50.21,"Vertical strabismus, right eye",1,0,0,0,0,0
378.31,Hypertropia,H50.22,"Vertical strabismus, left eye",1,0,0,0,0,0
378.32,Hypotropia,H50.21,"Vertical strabismus, right eye",1,0,0,0,0,0
378.32,Hypotropia,H50.22,"Vertical strabismus, left eye",1,0,0,0,0,0
378.33,Cyclotropia,H50.411,"Cyclotropia, right eye",1,0,0,0,0,0
378.33,Cyclotropia,H50.412,"Cyclotropia, left eye",1,0,0,0,0,0
378.34,Monofixation syndrome,H50.42,Monofixation syndrome,0,0,0,0,0,0
378.35,Accommodative esotropia,H50.43,Accommodative component in esotropia,0,0,0,0,0,0
378.40,Heterophoria NOS,H50.50,Unspecified heterophoria,0,0,0,0,0,0
378.41,Esophoria,H50.51,Esophoria,0,0,0,0,0,0
378.42,Exophoria,H50.52,Exophoria,0,0,0,0,0,0
378.43,Vertical heterophoria,H50.53,Vertical heterophoria,0,0,0,0,0,0
378.44,Cyclophoria,H50.54,Cyclophoria,0,0,0,0,0,0
378.45,Alternating hyperphoria,H50.55,Alternating heterophoria,0,0,0,0,0,0
378.50,Paralytic strabismus NOS,H49.889,"Other paralytic strabismus, unspecified eye",1,0,0,0,0,0
378.51,Partial third nerv palsy,H49.00,"Third [oculomotor] nerve palsy, unspecified eye",1,0,0,0,0,0
378.52,Total third nerve palsy,H49.00,"Third [oculomotor] nerve palsy, unspecified eye",1,0,0,0,0,0
378.53,Fourth nerve palsy,H49.10,"Fourth [trochlear] nerve palsy, unspecified eye",1,0,0,0,0,0
378.54,Sixth nerve palsy,H49.20,"Sixth [abducent] nerve palsy, unspecified eye",1,0,0,0,0,0
378.55,External ophthalmoplegia,H49.40,"Progressive external ophthalmoplegia, unspecified eye",1,0,0,0,0,0
378.56,Total ophthalmoplegia,H49.30,"Total (external) ophthalmoplegia, unspecified eye",1,0,0,0,0,0
378.60,Mechanical strabism NOS,H50.60,"Mechanical strabismus, unspecified",0,0,0,0,0,0
378.61,Brown's sheath syndrome,H50.611,"Brown's sheath syndrome, right eye",1,0,0,0,0,0
378.61,Brown's sheath syndrome,H50.612,"Brown's sheath syndrome, left eye",1,0,0,0,0,0
378.62,Mech strab d/t muscl dis,H50.69,Other mechanical strabismus,1,0,0,0,0,0
378.63,Mech strab w oth conditn,H50.69,Other mechanical strabismus,1,0,0,0,0,0
378.71,Duane's syndrome,H50.811,"Duane's syndrome, right eye",1,0,0,0,0,0
378.71,Duane's syndrome,H50.812,"Duane's syndrome, left eye",1,0,0,0,0,0
378.72,Prog ext ophthalmoplegia,H50.89,Other specified strabismus,1,0,0,0,0,0
378.73,Neuromuscle dis strabism,H50.89,Other specified strabismus,1,0,0,0,0,0
378.81,Palsy of conjugate gaze,H51.0,Palsy (spasm) of conjugate gaze,1,0,0,0,0,0
378.82,Spasm of conjugate gaze,H51.0,Palsy (spasm) of conjugate gaze,1,0,0,0,0,0
378.83,Convergenc insufficiency,H51.11,Convergence insufficiency,0,0,0,0,0,0
378.84,Convergence excess,H51.12,Convergence excess,0,0,0,0,0,0
378.85,Anomalies of divergence,H51.8,Other specified disorders of binocular movement,1,0,0,0,0,0
378.86,Internucl ophthalmopleg,H51.20,"Internuclear ophthalmoplegia, unspecified eye",1,0,0,0,0,0
378.87,"Skew deviation, eye",H51.8,Other specified disorders of binocular movement,1,0,0,0,0,0
378.9,Eye movemnt disorder NOS,H51.9,Unspecified disorder of binocular movement,1,0,0,0,0,0
379.00,Scleritis NOS,H15.009,"Unspecified scleritis, unspecified eye",1,0,0,0,0,0
379.00,Scleritis NOS,H15.109,"Unspecified episcleritis, unspecified eye",1,0,0,0,0,0
379.01,Episclerit periodic fugx,H15.119,"Episcleritis periodica fugax, unspecified eye",1,0,0,0,0,0
379.02,Nodular episcleritis,H15.129,"Nodular episcleritis, unspecified eye",1,0,0,0,0,0
379.03,Anterior scleritis,H15.019,"Anterior scleritis, unspecified eye",1,0,0,0,0,0
379.04,Scleromalacia perforans,H15.059,"Scleromalacia perforans, unspecified eye",1,0,0,0,0,0
379.05,Scleritis w cornea invol,H15.049,"Scleritis with corneal involvement, unspecified eye",1,0,0,0,0,0
379.06,Brawny scleritis,H15.029,"Brawny scleritis, unspecified eye",1,0,0,0,0,0
379.07,Posterior scleritis,H15.039,"Posterior scleritis, unspecified eye",1,0,0,0,0,0
379.09,Scleritis NEC,H15.099,"Other scleritis, unspecified eye",1,0,0,0,0,0
379.11,Scleral ectasia,H15.849,"Scleral ectasia, unspecified eye",1,0,0,0,0,0
379.12,Staphyloma posticum,H15.839,"Staphyloma posticum, unspecified eye",1,0,0,0,0,0
379.13,Equatorial staphyloma,H15.819,"Equatorial staphyloma, unspecified eye",1,0,0,0,0,0
379.14,Local anterior staphylma,H15.829,"Localized anterior staphyloma, unspecified eye",1,0,0,0,0,0
379.15,Ring staphyloma,H15.859,"Ring staphyloma, unspecified eye",1,0,0,0,0,0
379.16,Scleral degen dis NEC,H15.89,Other disorders of sclera,1,0,0,0,0,0
379.19,Disorder of sclera NEC,H15.89,Other disorders of sclera,1,0,0,0,0,0
379.21,Vitreous degeneration,H43.819,"Vitreous degeneration, unspecified eye",1,0,0,0,0,0
379.22,Crystal deposit vitreous,H43.23,"Crystalline deposits in vitreous body, bilateral",1,0,0,0,0,0
379.23,Vitreous hemorrhage,H43.13,"Vitreous hemorrhage, bilateral",1,0,0,0,0,0
379.24,Vitreous opacities NEC,H43.399,"Other vitreous opacities, unspecified eye",1,0,0,0,0,0
379.25,Vitreous membranes,H43.319,"Vitreous membranes and strands, unspecified eye",1,0,0,0,0,0
379.26,Vitreous prolapse,H43.03,"Vitreous prolapse, bilateral",1,0,0,0,0,0
379.27,Vitreomacular adhesion,H43.829,"Vitreomacular adhesion, unspecified eye",1,0,0,0,0,0
379.29,Vitreous disorders NEC,H43.89,Other disorders of vitreous body,1,0,0,0,0,0
379.31,Aphakia,H27.03,"Aphakia, bilateral",1,0,0,0,0,0
379.32,Subluxation of lens,H27.119,"Subluxation of lens, unspecified eye",1,0,0,0,0,0
379.33,Ant dislocation of lens,H27.129,"Anterior dislocation of lens, unspecified eye",1,0,0,0,0,0
379.34,Post dislocation of lens,H27.139,"Posterior dislocation of lens, unspecified eye",1,0,0,0,0,0
379.39,Disorders of lens NEC,H27.8,Other specified disorders of lens,1,0,0,0,0,0
379.40,Abn pupil function NOS,H57.00,Unspecified anomaly of pupillary function,1,0,0,0,0,0
379.41,Anisocoria,H57.02,Anisocoria,0,0,0,0,0,0
379.42,Miosis not d/t miotics,H57.03,Miosis,0,0,0,0,0,0
379.43,Mydriasis not d/t mydrtc,H57.04,Mydriasis,0,0,0,0,0,0
379.45,Argyll robertson pupil,H57.01,"Argyll Robertson pupil, atypical",0,0,0,0,0,0
379.46,Tonic pupillary reaction,H57.059,"Tonic pupil, unspecified eye",1,0,0,0,0,0
379.49,Pupil funct anomaly NEC,H57.09,Other anomalies of pupillary function,0,0,0,0,0,0
379.50,Nystagmus NOS,H55.00,Unspecified nystagmus,0,0,0,0,0,0
379.51,Congenital nystagmus,H55.01,Congenital nystagmus,0,0,0,0,0,0
379.52,Latent nystagmus,H55.02,Latent nystagmus,0,0,0,0,0,0
379.53,Visual deprivatn nystagm,H55.03,Visual deprivation nystagmus,0,0,0,0,0,0
379.54,Nystagms w vestibulr dis,H55.09,Other forms of nystagmus,1,0,0,0,0,0
379.55,Dissociated nystagmus,H55.04,Dissociated nystagmus,0,0,0,0,0,0
379.56,Nystagmus NEC,H55.09,Other forms of nystagmus,1,0,0,0,0,0
379.57,Saccadic eye movmnt def,H55.81,Saccadic eye movements,0,0,0,0,0,0
379.58,Smooth pursuit mvmnt def,H55.89,Other irregular eye movements,1,0,0,0,0,0
379.59,Irregular eye mvmnts NEC,H55.89,Other irregular eye movements,1,0,0,0,0,0
379.60,Inflam postproc bleb NOS,H59.40,"Inflammation (infection) of postprocedural bleb, unspecified",0,0,0,0,0,0
379.61,"Inflam postproc bleb, 1",H59.41,"Inflammation (infection) of postprocedural bleb, stage 1",0,0,0,0,0,0
379.62,"Inflam postproc bleb, 2",H59.42,"Inflammation (infection) of postprocedural bleb, stage 2",0,0,0,0,0,0
379.63,"Inflam postproc bleb, 3",H59.43,"Inflammation (infection) of postprocedural bleb, stage 3",0,0,0,0,0,0
379.8,Eye disorders NEC,H57.8,Other specified disorders of eye and adnexa,1,0,0,0,0,0
379.90,Eye disorder NOS,H57.9,Unspecified disorder of eye and adnexa,1,0,0,0,0,0
379.91,Pain in or around eye,H57.13,"Ocular pain, bilateral",1,0,0,0,0,0
379.92,Swelling or mass of eye,H57.8,Other specified disorders of eye and adnexa,1,0,0,0,0,0
379.93,Redness/discharge of eye,H57.8,Other specified disorders of eye and adnexa,1,0,0,0,0,0
379.99,Ill-defined eye dis NEC,H57.8,Other specified disorders of eye and adnexa,1,0,0,0,0,0
380.00,Perichondritis pinna NOS,H61.009,"Unspecified perichondritis of external ear, unspecified ear",1,0,0,0,0,0
380.01,Ac perichondritis pinna,H61.019,"Acute perichondritis of external ear, unspecified ear",1,0,0,0,0,0
380.02,Chr perichondritis pinna,H61.029,"Chronic perichondritis of external ear, unspecified ear",1,0,0,0,0,0
380.03,Chondritis of pinna,H61.039,"Chondritis of external ear, unspecified ear",1,0,0,0,0,0
380.10,Infec otitis externa NOS,H60.00,"Abscess of external ear, unspecified ear",1,0,0,0,0,0
380.10,Infec otitis externa NOS,H60.10,"Cellulitis of external ear, unspecified ear",1,0,0,0,0,0
380.10,Infec otitis externa NOS,H60.319,"Diffuse otitis externa, unspecified ear",1,0,0,0,0,0
380.10,Infec otitis externa NOS,H60.329,"Hemorrhagic otitis externa, unspecified ear",1,0,0,0,0,0
380.10,Infec otitis externa NOS,H60.399,"Other infective otitis externa, unspecified ear",1,0,0,0,0,0
380.11,Acute infection of pinna,H61.93,"Disorder of external ear, unspecified, bilateral",1,0,0,0,0,0
380.12,Acute swimmers' ear,H60.339,"Swimmer's ear, unspecified ear",1,0,0,0,0,0
380.13,Ac infect extern ear NEC,H62.40,"Otitis externa in oth diseases classd elswhr, unsp ear",1,0,0,0,0,0
380.14,Malignant otitis externa,H60.20,"Malignant otitis externa, unspecified ear",1,0,0,0,0,0
380.15,Chr mycot otitis externa,H62.8X1,Oth disorders of r ext ear in diseases classd elswhr,1,0,0,0,0,0
380.16,Chr inf otit externa NEC,H60.399,"Other infective otitis externa, unspecified ear",1,0,0,0,0,0
380.21,Cholesteatoma extern ear,H60.40,"Cholesteatoma of external ear, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.509,"Unsp acute noninfective otitis externa, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.519,"Acute actinic otitis externa, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.529,"Acute chemical otitis externa, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.539,"Acute contact otitis externa, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.549,"Acute eczematoid otitis externa, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.559,"Acute reactive otitis externa, unspecified ear",1,0,0,0,0,0
380.22,Acute otitis externa NEC,H60.599,"Other noninfective acute otitis externa, unspecified ear",1,0,0,0,0,0
380.23,Chr otitis externa NEC,H60.60,"Unspecified chronic otitis externa, unspecified ear",1,0,0,0,0,0
380.23,Chr otitis externa NEC,H60.8X1,"Other otitis externa, right ear",1,0,0,0,0,0
